timeindex,ashp_SN,gshp_SN,chp_SN,tes_SN,dhw_SN,space_SN,excess_heat_SN
2050-01-01 00:00:00+00:00,764.03965,3049.2259,0.0,0.0,165.80174295102967,3647.463816772178,0.0
2050-01-01 01:00:00+00:00,3175.5547,704.34574,0.0,0.0,173.27154779134975,3706.6288597831244,0.0
2050-01-01 02:00:00+00:00,3175.5547,809.02773,0.0,0.0,147.96496597250837,3836.6174262567315,0.0
2050-01-01 03:00:00+00:00,1163.2553,3049.2259,0.0,0.0,182.27720035584778,4030.204050763344,0.0
2050-01-01 04:00:00+00:00,1749.7397,3049.2259,0.0,0.0,304.20256627752076,4494.763081697082,0.0
2050-01-01 05:00:00+00:00,3175.5547,3049.2259,192.65443,0.0,611.6513561538721,5805.783642433445,0.0
2050-01-01 06:00:00+00:00,3175.5547,3049.2259,1373.9308,0.0,851.9417137275328,6746.769618533204,0.0
2050-01-01 07:00:00+00:00,3175.5547,3049.2259,1013.4603,0.0,811.7653334882413,6426.47555678191,0.0
2050-01-01 08:00:00+00:00,3175.5547,3049.2259,849.54348,0.0,633.8164312641677,6440.507620080081,0.0
2050-01-01 09:00:00+00:00,3175.5547,3049.2259,632.60499,0.0,602.8900430000389,6254.4955173040735,0.0
2050-01-01 10:00:00+00:00,3175.5547,3049.2259,347.56561,0.0,579.2240257956603,5993.122159153061,0.0
2050-01-01 11:00:00+00:00,3175.5547,3049.2259,163.71766,0.0,546.8316010675434,5841.666630171058,0.0
2050-01-01 12:00:00+00:00,3175.5547,3044.4192,0.0,0.0,533.1834997004164,5686.790349439748,0.0
2050-01-01 13:00:00+00:00,3175.5547,2929.3702,0.0,0.0,443.8948979175251,5661.029994429672,0.0
2050-01-01 14:00:00+00:00,3062.5405,3049.2259,0.0,0.0,465.85053924725094,5645.915856598557,0.0
2050-01-01 15:00:00+00:00,3175.5547,2979.5994,0.0,0.0,418.86756113944335,5736.286532914392,0.0
2050-01-01 16:00:00+00:00,3175.5547,3049.2259,215.58742,0.0,443.72036976705033,5996.647627792651,0.0
2050-01-01 17:00:00+00:00,3175.5547,3049.2259,388.26558,0.0,480.44109262694155,6132.605057012495,0.0
2050-01-01 18:00:00+00:00,3175.5547,3049.2259,399.74953,0.0,481.13920522884064,6143.390896711836,0.0
2050-01-01 19:00:00+00:00,3175.5547,3049.2259,319.85054,0.0,504.0722042012251,6040.558910452103,0.0
2050-01-01 20:00:00+00:00,3175.5547,3049.2259,113.06959,0.0,524.4570921766781,5813.393069794145,0.0
2050-01-01 21:00:00+00:00,2724.8634,3049.2259,0.0,0.0,481.66278968026495,5292.426540626962,0.0
2050-01-01 22:00:00+00:00,3175.5547,1587.2487,0.0,0.0,346.33366180212977,4416.469753394101,0.0
2050-01-01 23:00:00+00:00,951.5876,3049.2259,0.0,0.0,203.6394459739594,3797.174064249434,0.0
2050-01-02 00:00:00+00:00,663.61615,3049.2259,0.0,0.0,155.57439333320826,3557.267668606818,0.0
2050-01-02 01:00:00+00:00,757.89626,3049.2259,0.0,0.0,181.02059767242943,3626.1015711540663,0.0
2050-01-02 02:00:00+00:00,791.99906,3049.2259,0.0,0.0,182.94040732765188,3658.284562101614,0.0
2050-01-02 03:00:00+00:00,1059.5507,3049.2259,0.0,0.0,237.91677472720383,3870.859849379881,0.0
2050-01-02 04:00:00+00:00,1725.0266,3049.2259,0.0,0.0,372.3732618529652,4401.87920001441,0.0
2050-01-02 05:00:00+00:00,3175.5547,3049.2259,219.1827,0.0,673.2248876413704,5770.7383898181115,0.0
2050-01-02 06:00:00+00:00,3175.5547,3049.2259,990.87637,0.0,815.1162739773569,6400.540673621359,0.0
2050-01-02 07:00:00+00:00,3175.5547,3049.2259,589.49653,0.0,790.6474272807943,6023.629679856051,0.0
2050-01-02 08:00:00+00:00,3175.5547,3049.2259,494.58813,0.0,608.824000116181,6110.544698792485,0.0
2050-01-02 09:00:00+00:00,3175.5547,3049.2259,267.35247,0.0,581.3183636013575,5910.814683389161,0.0
2050-01-02 10:00:00+00:00,3175.5547,3049.2259,16.415899,0.0,544.9117914123209,5696.284680825575,0.0
2050-01-02 11:00:00+00:00,3034.6858,3049.2259,0.0,0.0,533.6721785217458,5550.239524508289,0.0
2050-01-02 12:00:00+00:00,2868.919,3049.2259,0.0,0.0,522.7467163020253,5395.398149407074,0.0
2050-01-02 13:00:00+00:00,2797.3275,3049.2259,0.0,0.0,441.38169255068846,5405.171725833662,0.0
2050-01-02 14:00:00+00:00,2877.9595,3049.2259,0.0,0.0,428.3618925252708,5498.823531378423,0.0
2050-01-02 15:00:00+00:00,2989.9019,3049.2259,0.0,0.0,390.00060505091676,5649.127174567293,0.0
