timeindex,hydro_SN,offshore_SN,onshore_SN,pv_SN,chp_SN,acaes_SN,hydrogen_SN,li-ion_SN,redox_SN,phs_SN,electricity_SN,excess_SN
2050-01-01 00:00:00+00:00,2.289194,1556.324,6100.4704,0.0,-0.0,0.0,0.0,0.0,0.0,120.0,1834.3100421335496,4830.7296
2050-01-01 01:00:00+00:00,2.2947357,1545.566,6241.044,0.0,-0.0,0.0,0.0,0.0,0.0,19.807621,1772.4772106823282,4474.9577
2050-01-01 02:00:00+00:00,2.3002773,1506.6579,6149.212,0.0,-0.0,0.0,0.0,0.0,0.0,120.0,1696.7972005838592,4493.254
2050-01-01 03:00:00+00:00,2.305819,1491.776,6054.5544,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1630.2847144188906,4630.7355
2050-01-01 04:00:00+00:00,2.3113606,1470.26,6032.656,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1591.044649782392,4371.5735
2050-01-01 05:00:00+00:00,2.3169023,1461.295,6046.784,0.0,192.65443,0.0,0.0,0.0,0.0,0.0,1531.3598584487686,4009.1617
2050-01-01 06:00:00+00:00,2.3224439,1450.8956,6115.3048,0.0,1373.9308,0.0,0.0,0.0,0.0,0.0,1421.311227412105,5358.6136
2050-01-01 07:00:00+00:00,2.3279856,1416.2907,6132.2584,0.0,1013.4603,0.0,0.0,0.0,0.0,0.0,1422.1167411472431,4979.6919
2050-01-01 08:00:00+00:00,2.3335272,1382.0444,6043.9584,163.91049,849.54348,0.0,0.0,0.0,0.0,0.0,1445.8602418693067,4833.4013
2050-01-01 09:00:00+00:00,2.3390689,1346.1844,5877.248,646.78192,632.60499,0.0,0.0,0.0,0.0,0.0,1535.3107150212004,4807.3189
2050-01-01 10:00:00+00:00,2.3446105,1319.8273,5696.4096,1085.3532,347.56561,0.0,0.0,0.0,0.0,0.0,1640.0659631029723,4648.9056
2050-01-01 11:00:00+00:00,2.3501521,1303.1524,5533.2312,1235.9737,163.71766,0.0,0.0,0.0,0.0,0.0,1755.2545424163193,4320.6418
2050-01-01 12:00:00+00:00,2.3556938,1278.409,5379.236,1067.6332,-0.0,0.0,0.0,0.0,0.0,0.0,1798.8673993912741,3767.4702
2050-01-01 13:00:00+00:00,2.3612354,1270.8784,5236.5432,668.93199,-0.0,0.0,0.0,0.0,0.0,0.0,1775.0855443628627,3271.8328
2050-01-01 14:00:00+00:00,2.3667771,1246.4936,5124.2256,141.76042,-0.0,0.0,0.0,0.0,0.0,0.0,1755.8299093699895,2645.6243
2050-01-01 15:00:00+00:00,2.3723187,1216.0126,4864.2704,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1752.2626307666715,2185.7169
2050-01-01 16:00:00+00:00,2.3778604,1158.0987,4340.1216,0.0,215.58742,0.0,0.0,0.0,0.0,0.0,1813.1748716014579,1740.482
2050-01-01 17:00:00+00:00,2.383402,1122.418,4261.0048,0.0,388.26558,0.0,0.0,0.0,0.0,0.0,1971.477660020475,1640.0654
2050-01-01 18:00:00+00:00,2.3889437,1087.6338,4199.548,0.0,399.74953,0.0,0.0,0.0,0.0,0.0,2000.9364759728917,1525.8551
2050-01-01 19:00:00+00:00,2.3944853,1062.3525,4044.8464,0.0,319.85054,0.0,0.0,0.0,0.0,0.0,1969.4063354966993,1297.5089
2050-01-01 20:00:00+00:00,2.400027,1040.6572,3844.2288,0.0,113.06959,0.0,0.0,0.0,0.0,0.0,1900.0937266666394,937.73315
2050-01-01 21:00:00+00:00,2.4055686,1033.1266,3790.5424,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1874.662482880477,984.83606
2050-01-01 22:00:00+00:00,2.4111103,1019.1412,3611.1168,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1897.3703230859342,947.63599
2050-01-01 23:00:00+00:00,2.4166519,1002.1077,3339.1528,0.0,-0.0,-276.64306,0.0,-782.5,0.0,0.0,1801.6675220563652,287.28003
2050-01-02 00:00:00+00:00,2.4221936,1002.8249,3212.0008,0.0,-0.0,-357.14286,0.0,-782.5,-32.062316,0.0,1685.7885023986141,289.37266
2050-01-02 01:00:00+00:00,2.4302365,1003.1835,3137.1224,0.0,-0.0,-357.14286,0.0,-782.5,-46.5,0.0,1599.8285922562156,245.39178
2050-01-02 02:00:00+00:00,2.4382793,1014.4794,3086.968,0.0,-0.0,-357.14286,0.0,-782.5,-46.5,0.0,1553.0703924439679,238.47221
2050-01-02 03:00:00+00:00,2.4463222,1005.873,3055.18,0.0,-0.0,-357.14286,0.0,-782.5,-46.5,0.0,1523.2279950318746,111.60145
2050-01-02 04:00:00+00:00,2.4543651,987.943,2915.3128,0.0,-0.0,-212.02775,0.0,-650.25086,0.0,0.0,1511.567214299137,0.0
2050-01-02 05:00:00+00:00,2.462408,960.5101,2784.6288,0.0,219.1827,-331.54455,0.0,0.0,0.0,0.0,1472.710727631752,0.0
2050-01-02 06:00:00+00:00,2.4704508,918.016,2746.4832,0.0,990.87637,-357.14286,0.0,-740.03133,0.0,0.0,1398.1430971342747,0.0
2050-01-02 07:00:00+00:00,2.4784937,848.4476,2490.06,0.0,589.49653,-320.09904,0.0,0.0,0.0,0.0,1447.8548507992596,0.0
2050-01-02 08:00:00+00:00,2.4865366,777.9827,2218.096,97.460289,494.58813,89.085358,0.0,0.0,0.0,25.696936,1542.867207993861,0.0
2050-01-02 09:00:00+00:00,2.4945795,730.8268,2018.8912,358.83107,267.35247,0.0,0.0,353.56512,0.0,120.0,1689.4324965957546,0.0
2050-01-02 10:00:00+00:00,2.5026223,707.8764,1979.3328,602.48179,16.415899,357.14286,0.0,299.55627,-1.9882671e-14,0.0,1802.779898166794,0.0
2050-01-02 11:00:00+00:00,2.5106652,727.4201,2039.3768,801.83238,-0.0,357.14286,0.0,95.186442,0.0,0.0,1922.1878421215151,0.0
2050-01-02 12:00:00+00:00,2.5187081,747.5017,2091.6504,788.54234,-0.0,0.0,0.0,318.93187,0.0,9.7314603,1929.6676195003533,0.0
