timeindex,ashp_SN,gshp_SN,chp_SN,tes_SN,dhw_SN,space_SN,excess_heat_SN
2050-01-01 00:00:00+00:00,462.43849,3811.0611,0.0,-460.23399,165.80174295102967,3647.463816772178,0.0
2050-01-01 01:00:00+00:00,2187.6618,2152.4726,0.0,-460.23399,173.27154779134975,3706.6288597831244,0.0
2050-01-01 02:00:00+00:00,2187.6618,2257.1546,0.0,-460.23399,147.96496597250837,3836.6174262567315,0.0
2050-01-01 03:00:00+00:00,861.65418,3811.0611,0.0,-460.23399,182.27720035584778,4030.204050763344,0.0
2050-01-01 04:00:00+00:00,1448.1386,3811.0611,0.0,-460.23399,304.20256627752076,4494.763081697082,0.0
2050-01-01 05:00:00+00:00,2187.6618,3811.0611,0.0,418.71213,611.6513561538721,5805.783642433445,0.0
2050-01-01 06:00:00+00:00,2187.6618,3811.0611,1139.7545,460.23399,851.9417137275328,6746.769618533204,0.0
2050-01-01 07:00:00+00:00,2187.6618,3811.0611,779.28403,460.23399,811.7653334882413,6426.47555678191,0.0
2050-01-01 08:00:00+00:00,2187.6618,3811.0611,615.36719,460.23399,633.8164312641677,6440.507620080081,0.0
2050-01-01 09:00:00+00:00,2187.6618,3811.0611,398.4287,460.23399,602.8900430000389,6254.4955173040735,0.0
2050-01-01 10:00:00+00:00,2187.6618,3811.0611,113.38932,460.23399,579.2240257956603,5993.122159153061,0.0
2050-01-01 11:00:00+00:00,2187.6618,3811.0611,0.0,389.77536,546.8316010675434,5841.666630171058,0.0
2050-01-01 12:00:00+00:00,2187.6618,3811.0611,0.0,221.25098,533.1834997004164,5686.790349439748,0.0
2050-01-01 13:00:00+00:00,2187.6618,3811.0611,0.0,106.20203,443.8948979175251,5661.029994429672,0.0
2050-01-01 14:00:00+00:00,2187.6618,3811.0611,0.0,113.04353,465.85053924725094,5645.915856598557,0.0
2050-01-01 15:00:00+00:00,2187.6618,3811.0611,0.0,156.43123,418.86756113944335,5736.286532914392,0.0
2050-01-01 16:00:00+00:00,2187.6618,3811.0611,0.0,441.64513,443.72036976705033,5996.647627792651,0.0
2050-01-01 17:00:00+00:00,2187.6618,3811.0611,154.08929,460.23399,480.44109262694155,6132.605057012495,0.0
2050-01-01 18:00:00+00:00,2187.6618,3811.0611,165.57324,460.23399,481.13920522884064,6143.390896711836,0.0
2050-01-01 19:00:00+00:00,2187.6618,3811.0611,85.674254,460.23399,504.0722042012251,6040.558910452103,0.0
2050-01-01 20:00:00+00:00,2187.6618,3811.0611,0.0,339.1273,524.4570921766781,5813.393069794145,0.0
2050-01-01 21:00:00+00:00,2187.6618,3811.0611,0.0,-224.63354,481.66278968026495,5292.426540626962,0.0
