timeindex,hydro_SN,offshore_SN,onshore_SN,pv_SN,chp_SN,acaes_SN,hydrogen_SN,li-ion_SN,redox_SN,phs_SN,electricity_SN,excess_SN
2050-01-01 00:00:00+00:00,2.289194,1556.324,6100.4704,0.0,-0.0,0.0,0.0,0.0,0.0,120.0,1834.3100421335496,4766.5182
2050-01-01 01:00:00+00:00,2.2947357,1545.566,6241.044,0.0,-0.0,0.0,0.0,0.0,0.0,19.807621,1772.4772106823282,4533.1618
2050-01-01 02:00:00+00:00,2.3002773,1506.6579,6149.212,0.0,-0.0,0.0,0.0,0.0,0.0,120.0,1696.7972005838592,4551.4581
2050-01-01 03:00:00+00:00,2.305819,1491.776,6054.5544,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1630.2847144188906,4566.5241
2050-01-01 04:00:00+00:00,2.3113606,1470.26,6032.656,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1591.044649782392,4307.3621
2050-01-01 05:00:00+00:00,2.3169023,1461.295,6046.784,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1531.3598584487686,4050.6836
2050-01-01 06:00:00+00:00,2.3224439,1450.8956,6115.3048,0.0,1139.7545,0.0,0.0,0.0,0.0,0.0,1421.311227412105,5358.6136
2050-01-01 07:00:00+00:00,2.3279856,1416.2907,6132.2584,0.0,779.28403,0.0,0.0,0.0,0.0,0.0,1422.1167411472431,4979.6919
2050-01-01 08:00:00+00:00,2.3335272,1382.0444,6043.9584,243.73399,615.36719,0.0,0.0,0.0,0.0,0.0,1445.8602418693067,4913.2248
2050-01-01 09:00:00+00:00,2.3390689,1346.1844,5877.248,961.76113,398.4287,0.0,0.0,0.0,0.0,0.0,1535.3107150212004,5122.2981
2050-01-01 10:00:00+00:00,2.3446105,1319.8273,5696.4096,1613.9142,113.38932,0.0,0.0,0.0,0.0,0.0,1640.0659631029723,5177.4667
2050-01-01 11:00:00+00:00,2.3501521,1303.1524,5533.2312,1837.886,-0.0,0.0,0.0,0.0,0.0,0.0,1755.2545424163193,4993.0128
2050-01-01 12:00:00+00:00,2.3556938,1278.409,5379.236,1587.5646,-0.0,0.0,0.0,0.0,0.0,0.0,1798.8673993912741,4520.3455
2050-01-01 13:00:00+00:00,2.3612354,1270.8784,5236.5432,994.69816,-0.0,0.0,0.0,0.0,0.0,0.0,1775.0855443628627,3801.043
2050-01-01 14:00:00+00:00,2.3667771,1246.4936,5124.2256,210.79696,-0.0,0.0,0.0,0.0,0.0,0.0,1755.8299093699895,2899.7006
2050-01-01 15:00:00+00:00,2.3723187,1216.0126,4864.2704,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1752.2626307666715,2402.0402
2050-01-01 16:00:00+00:00,2.3778604,1158.0987,4340.1216,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1813.1748716014579,1759.0708
2050-01-01 17:00:00+00:00,2.383402,1122.418,4261.0048,0.0,154.08929,0.0,0.0,0.0,0.0,0.0,1971.477660020475,1640.0654
2050-01-01 18:00:00+00:00,2.3889437,1087.6338,4199.548,0.0,165.57324,0.0,0.0,0.0,0.0,0.0,2000.9364759728917,1525.8551
2050-01-01 19:00:00+00:00,2.3944853,1062.3525,4044.8464,0.0,85.674254,0.0,0.0,0.0,0.0,0.0,1969.4063354966993,1297.5089
2050-01-01 20:00:00+00:00,2.400027,1040.6572,3844.2288,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1900.0937266666394,1058.8398
2050-01-01 21:00:00+00:00,2.4055686,1033.1266,3790.5424,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1874.662482880477,1023.0596
2050-01-01 22:00:00+00:00,2.4111103,1019.1412,3611.1168,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1897.3703230859342,1005.84
2050-01-01 23:00:00+00:00,2.4166519,1002.1077,3339.1528,0.0,-0.0,-357.14286,0.0,-751.21803,0.0,0.0,1801.6675220563652,173.8508
2050-01-02 00:00:00+00:00,2.4221936,1002.8249,3212.0008,0.0,-0.0,-357.14286,0.0,-782.5,-32.062316,0.0,1685.7885023986141,225.16125
2050-01-02 01:00:00+00:00,2.4302365,1003.1835,3137.1224,0.0,-0.0,-357.14286,0.0,-782.5,-46.5,0.0,1599.8285922562156,181.18037
2050-01-02 02:00:00+00:00,2.4382793,1014.4794,3086.968,0.0,-0.0,-357.14286,0.0,-782.5,-46.5,0.0,1553.0703924439679,174.26081
2050-01-02 03:00:00+00:00,2.4463222,1005.873,3055.18,0.0,-0.0,-357.14286,0.0,-782.5,-46.5,0.0,1523.2279950318746,47.39004
2050-01-02 04:00:00+00:00,2.4543651,987.943,2915.3128,0.0,-0.0,-116.53437,0.0,-681.53283,0.0,0.0,1511.567214299137,0.0
2050-01-02 05:00:00+00:00,2.462408,960.5101,2784.6288,0.0,-0.0,-346.53813,0.0,0.0,0.0,0.0,1472.710727631752,0.0
2050-01-02 06:00:00+00:00,2.4704508,918.016,2746.4832,0.0,756.70009,-357.14286,0.0,-740.03133,0.0,0.0,1398.1430971342747,0.0
2050-01-02 07:00:00+00:00,2.4784937,848.4476,2490.06,0.0,355.32025,-320.09904,0.0,0.0,0.0,0.0,1447.8548507992596,0.0
2050-01-02 08:00:00+00:00,2.4865366,777.9827,2218.096,144.92291,260.41184,0.0,0.0,31.891277,0.0,35.428397,1542.867207993861,0.0
2050-01-02 09:00:00+00:00,2.4945795,730.8268,2018.8912,533.57981,33.176186,0.0,0.0,178.81638,0.0,120.0,1689.4324965957546,0.0
2050-01-02 10:00:00+00:00,2.5026223,707.8764,1979.3328,895.88708,-0.0,0.0,0.0,97.541563,0.0,0.0,1802.779898166794,0.0
2050-01-02 11:00:00+00:00,2.5106652,727.4201,2039.3768,1192.3203,-0.0,0.0,0.0,-111.08758,0.0,0.0,1922.1878421215151,0.0
2050-01-02 12:00:00+00:00,2.5187081,747.5017,2091.6504,1172.5581,-0.0,0.0,0.0,-191.24274,0.0,0.0,1929.6676195003533,0.0
2050-01-02 13:00:00+00:00,2.526751,768.3005,2252.0032,724.61455,-0.0,0.0,0.0,-32.723169,0.0,0.0,1852.5300131192532,0.0
2050-01-02 14:00:00+00:00,2.5347939,750.3705,2392.5768,144.92291,80.727947,-3.6551972e-13,0.0,0.0,0.0,91.892501,1800.977081711961,0.0
2050-01-02 15:00:00+00:00,2.5428367,731.9026,2506.3072,0.0,205.46922,0.0,0.0,0.0,0.0,0.0,1789.7382367452483,0.0
